source_path,save_file,split
files/challenge-2021/1.0.3/training/ningbo/g5/JS15063,physionet2021_ningbo_g5_JS15063.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS14790,physionet2021_ningbo_g5_JS14790.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15427,physionet2021_ningbo_g5_JS15427.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14982,physionet2021_ningbo_g5_JS14982.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14753,physionet2021_ningbo_g5_JS14753.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS14866,physionet2021_ningbo_g5_JS14866.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15000,physionet2021_ningbo_g5_JS15000.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15300,physionet2021_ningbo_g5_JS15300.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15131,physionet2021_ningbo_g5_JS15131.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15083,physionet2021_ningbo_g5_JS15083.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14732,physionet2021_ningbo_g5_JS14732.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14933,physionet2021_ningbo_g5_JS14933.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14830,physionet2021_ningbo_g5_JS14830.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14985,physionet2021_ningbo_g5_JS14985.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15642,physionet2021_ningbo_g5_JS15642.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS14812,physionet2021_ningbo_g5_JS14812.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15075,physionet2021_ningbo_g5_JS15075.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15551,physionet2021_ningbo_g5_JS15551.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15069,physionet2021_ningbo_g5_JS15069.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15430,physionet2021_ningbo_g5_JS15430.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15413,physionet2021_ningbo_g5_JS15413.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15067,physionet2021_ningbo_g5_JS15067.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14825,physionet2021_ningbo_g5_JS14825.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15360,physionet2021_ningbo_g5_JS15360.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS14828,physionet2021_ningbo_g5_JS14828.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15086,physionet2021_ningbo_g5_JS15086.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15151,physionet2021_ningbo_g5_JS15151.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15423,physionet2021_ningbo_g5_JS15423.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15120,physionet2021_ningbo_g5_JS15120.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14917,physionet2021_ningbo_g5_JS14917.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15274,physionet2021_ningbo_g5_JS15274.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15409,physionet2021_ningbo_g5_JS15409.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14795,physionet2021_ningbo_g5_JS14795.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15252,physionet2021_ningbo_g5_JS15252.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14664,physionet2021_ningbo_g5_JS14664.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15369,physionet2021_ningbo_g5_JS15369.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15199,physionet2021_ningbo_g5_JS15199.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14896,physionet2021_ningbo_g5_JS14896.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15128,physionet2021_ningbo_g5_JS15128.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15353,physionet2021_ningbo_g5_JS15353.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15305,physionet2021_ningbo_g5_JS15305.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15366,physionet2021_ningbo_g5_JS15366.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14877,physionet2021_ningbo_g5_JS14877.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14786,physionet2021_ningbo_g5_JS14786.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15519,physionet2021_ningbo_g5_JS15519.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15378,physionet2021_ningbo_g5_JS15378.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15292,physionet2021_ningbo_g5_JS15292.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14962,physionet2021_ningbo_g5_JS14962.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15293,physionet2021_ningbo_g5_JS15293.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15332,physionet2021_ningbo_g5_JS15332.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15574,physionet2021_ningbo_g5_JS15574.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15509,physionet2021_ningbo_g5_JS15509.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15313,physionet2021_ningbo_g5_JS15313.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15160,physionet2021_ningbo_g5_JS15160.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14750,physionet2021_ningbo_g5_JS14750.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15415,physionet2021_ningbo_g5_JS15415.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14993,physionet2021_ningbo_g5_JS14993.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15566,physionet2021_ningbo_g5_JS15566.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15337,physionet2021_ningbo_g5_JS15337.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15206,physionet2021_ningbo_g5_JS15206.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14891,physionet2021_ningbo_g5_JS14891.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15324,physionet2021_ningbo_g5_JS15324.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15138,physionet2021_ningbo_g5_JS15138.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15548,physionet2021_ningbo_g5_JS15548.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15311,physionet2021_ningbo_g5_JS15311.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14663,physionet2021_ningbo_g5_JS14663.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15178,physionet2021_ningbo_g5_JS15178.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15214,physionet2021_ningbo_g5_JS15214.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14871,physionet2021_ningbo_g5_JS14871.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14771,physionet2021_ningbo_g5_JS14771.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15097,physionet2021_ningbo_g5_JS15097.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14892,physionet2021_ningbo_g5_JS14892.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14677,physionet2021_ningbo_g5_JS14677.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15264,physionet2021_ningbo_g5_JS15264.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14686,physionet2021_ningbo_g5_JS14686.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15079,physionet2021_ningbo_g5_JS15079.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15157,physionet2021_ningbo_g5_JS15157.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14770,physionet2021_ningbo_g5_JS14770.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14694,physionet2021_ningbo_g5_JS14694.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15602,physionet2021_ningbo_g5_JS15602.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15024,physionet2021_ningbo_g5_JS15024.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14907,physionet2021_ningbo_g5_JS14907.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14973,physionet2021_ningbo_g5_JS14973.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14820,physionet2021_ningbo_g5_JS14820.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14802,physionet2021_ningbo_g5_JS14802.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15612,physionet2021_ningbo_g5_JS15612.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14849,physionet2021_ningbo_g5_JS14849.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15008,physionet2021_ningbo_g5_JS15008.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS14744,physionet2021_ningbo_g5_JS14744.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15568,physionet2021_ningbo_g5_JS15568.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15147,physionet2021_ningbo_g5_JS15147.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15504,physionet2021_ningbo_g5_JS15504.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15272,physionet2021_ningbo_g5_JS15272.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14884,physionet2021_ningbo_g5_JS14884.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15562,physionet2021_ningbo_g5_JS15562.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15294,physionet2021_ningbo_g5_JS15294.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15271,physionet2021_ningbo_g5_JS15271.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15480,physionet2021_ningbo_g5_JS15480.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15359,physionet2021_ningbo_g5_JS15359.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14950,physionet2021_ningbo_g5_JS14950.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15420,physionet2021_ningbo_g5_JS15420.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14959,physionet2021_ningbo_g5_JS14959.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15170,physionet2021_ningbo_g5_JS15170.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15036,physionet2021_ningbo_g5_JS15036.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14698,physionet2021_ningbo_g5_JS14698.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15059,physionet2021_ningbo_g5_JS15059.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14710,physionet2021_ningbo_g5_JS14710.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15262,physionet2021_ningbo_g5_JS15262.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15492,physionet2021_ningbo_g5_JS15492.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15595,physionet2021_ningbo_g5_JS15595.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14685,physionet2021_ningbo_g5_JS14685.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15296,physionet2021_ningbo_g5_JS15296.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14804,physionet2021_ningbo_g5_JS14804.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15526,physionet2021_ningbo_g5_JS15526.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15478,physionet2021_ningbo_g5_JS15478.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14919,physionet2021_ningbo_g5_JS14919.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15461,physionet2021_ningbo_g5_JS15461.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15017,physionet2021_ningbo_g5_JS15017.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15229,physionet2021_ningbo_g5_JS15229.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15101,physionet2021_ningbo_g5_JS15101.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15246,physionet2021_ningbo_g5_JS15246.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14761,physionet2021_ningbo_g5_JS14761.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14792,physionet2021_ningbo_g5_JS14792.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15372,physionet2021_ningbo_g5_JS15372.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14955,physionet2021_ningbo_g5_JS14955.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15290,physionet2021_ningbo_g5_JS15290.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15386,physionet2021_ningbo_g5_JS15386.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14717,physionet2021_ningbo_g5_JS14717.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15629,physionet2021_ningbo_g5_JS15629.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14713,physionet2021_ningbo_g5_JS14713.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14738,physionet2021_ningbo_g5_JS14738.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14743,physionet2021_ningbo_g5_JS14743.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14940,physionet2021_ningbo_g5_JS14940.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14949,physionet2021_ningbo_g5_JS14949.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14803,physionet2021_ningbo_g5_JS14803.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15587,physionet2021_ningbo_g5_JS15587.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15544,physionet2021_ningbo_g5_JS15544.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15617,physionet2021_ningbo_g5_JS15617.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15310,physionet2021_ningbo_g5_JS15310.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14690,physionet2021_ningbo_g5_JS14690.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15216,physionet2021_ningbo_g5_JS15216.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14703,physionet2021_ningbo_g5_JS14703.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15099,physionet2021_ningbo_g5_JS15099.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14662,physionet2021_ningbo_g5_JS14662.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15113,physionet2021_ningbo_g5_JS15113.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14977,physionet2021_ningbo_g5_JS14977.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15073,physionet2021_ningbo_g5_JS15073.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15488,physionet2021_ningbo_g5_JS15488.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14653,physionet2021_ningbo_g5_JS14653.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15348,physionet2021_ningbo_g5_JS15348.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14836,physionet2021_ningbo_g5_JS14836.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15379,physionet2021_ningbo_g5_JS15379.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14749,physionet2021_ningbo_g5_JS14749.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15636,physionet2021_ningbo_g5_JS15636.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14757,physionet2021_ningbo_g5_JS14757.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14873,physionet2021_ningbo_g5_JS14873.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15257,physionet2021_ningbo_g5_JS15257.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14652,physionet2021_ningbo_g5_JS14652.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15218,physionet2021_ningbo_g5_JS15218.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15185,physionet2021_ningbo_g5_JS15185.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15505,physionet2021_ningbo_g5_JS15505.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15547,physionet2021_ningbo_g5_JS15547.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15273,physionet2021_ningbo_g5_JS15273.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15228,physionet2021_ningbo_g5_JS15228.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15513,physionet2021_ningbo_g5_JS15513.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14833,physionet2021_ningbo_g5_JS14833.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15501,physionet2021_ningbo_g5_JS15501.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15203,physionet2021_ningbo_g5_JS15203.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14980,physionet2021_ningbo_g5_JS14980.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15381,physionet2021_ningbo_g5_JS15381.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15237,physionet2021_ningbo_g5_JS15237.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14964,physionet2021_ningbo_g5_JS14964.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14846,physionet2021_ningbo_g5_JS14846.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14941,physionet2021_ningbo_g5_JS14941.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15254,physionet2021_ningbo_g5_JS15254.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14859,physionet2021_ningbo_g5_JS14859.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15463,physionet2021_ningbo_g5_JS15463.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14954,physionet2021_ningbo_g5_JS14954.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15153,physionet2021_ningbo_g5_JS15153.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14983,physionet2021_ningbo_g5_JS14983.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15640,physionet2021_ningbo_g5_JS15640.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14814,physionet2021_ningbo_g5_JS14814.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14863,physionet2021_ningbo_g5_JS14863.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15530,physionet2021_ningbo_g5_JS15530.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15582,physionet2021_ningbo_g5_JS15582.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15539,physionet2021_ningbo_g5_JS15539.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14649,physionet2021_ningbo_g5_JS14649.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15538,physionet2021_ningbo_g5_JS15538.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14895,physionet2021_ningbo_g5_JS14895.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15341,physionet2021_ningbo_g5_JS15341.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15443,physionet2021_ningbo_g5_JS15443.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15225,physionet2021_ningbo_g5_JS15225.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15056,physionet2021_ningbo_g5_JS15056.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14928,physionet2021_ningbo_g5_JS14928.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14801,physionet2021_ningbo_g5_JS14801.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15211,physionet2021_ningbo_g5_JS15211.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15038,physionet2021_ningbo_g5_JS15038.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15511,physionet2021_ningbo_g5_JS15511.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15512,physionet2021_ningbo_g5_JS15512.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14688,physionet2021_ningbo_g5_JS14688.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15258,physionet2021_ningbo_g5_JS15258.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15573,physionet2021_ningbo_g5_JS15573.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15164,physionet2021_ningbo_g5_JS15164.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15401,physionet2021_ningbo_g5_JS15401.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15481,physionet2021_ningbo_g5_JS15481.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15534,physionet2021_ningbo_g5_JS15534.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15003,physionet2021_ningbo_g5_JS15003.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15129,physionet2021_ningbo_g5_JS15129.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15600,physionet2021_ningbo_g5_JS15600.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14989,physionet2021_ningbo_g5_JS14989.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14752,physionet2021_ningbo_g5_JS14752.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14929,physionet2021_ningbo_g5_JS14929.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15627,physionet2021_ningbo_g5_JS15627.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14996,physionet2021_ningbo_g5_JS14996.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15057,physionet2021_ningbo_g5_JS15057.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14935,physionet2021_ningbo_g5_JS14935.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15116,physionet2021_ningbo_g5_JS15116.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15040,physionet2021_ningbo_g5_JS15040.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15639,physionet2021_ningbo_g5_JS15639.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15371,physionet2021_ningbo_g5_JS15371.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15130,physionet2021_ningbo_g5_JS15130.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14709,physionet2021_ningbo_g5_JS14709.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15050,physionet2021_ningbo_g5_JS15050.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15149,physionet2021_ningbo_g5_JS15149.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14767,physionet2021_ningbo_g5_JS14767.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15590,physionet2021_ningbo_g5_JS15590.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15507,physionet2021_ningbo_g5_JS15507.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15352,physionet2021_ningbo_g5_JS15352.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15319,physionet2021_ningbo_g5_JS15319.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15166,physionet2021_ningbo_g5_JS15166.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS14903,physionet2021_ningbo_g5_JS14903.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15227,physionet2021_ningbo_g5_JS15227.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15565,physionet2021_ningbo_g5_JS15565.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15458,physionet2021_ningbo_g5_JS15458.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14791,physionet2021_ningbo_g5_JS14791.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14675,physionet2021_ningbo_g5_JS14675.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS14990,physionet2021_ningbo_g5_JS14990.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15025,physionet2021_ningbo_g5_JS15025.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15581,physionet2021_ningbo_g5_JS15581.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15468,physionet2021_ningbo_g5_JS15468.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15540,physionet2021_ningbo_g5_JS15540.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15361,physionet2021_ningbo_g5_JS15361.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15615,physionet2021_ningbo_g5_JS15615.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS14970,physionet2021_ningbo_g5_JS14970.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15144,physionet2021_ningbo_g5_JS15144.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15048,physionet2021_ningbo_g5_JS15048.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14872,physionet2021_ningbo_g5_JS14872.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15599,physionet2021_ningbo_g5_JS15599.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14952,physionet2021_ningbo_g5_JS14952.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15457,physionet2021_ningbo_g5_JS15457.mat,valid
files/challenge-2021/1.0.3/training/ningbo/g5/JS15255,physionet2021_ningbo_g5_JS15255.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15558,physionet2021_ningbo_g5_JS15558.mat,test
files/challenge-2021/1.0.3/training/ningbo/g5/JS15062,physionet2021_ningbo_g5_JS15062.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15389,physionet2021_ningbo_g5_JS15389.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14755,physionet2021_ningbo_g5_JS14755.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS14782,physionet2021_ningbo_g5_JS14782.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15076,physionet2021_ningbo_g5_JS15076.mat,train
files/challenge-2021/1.0.3/training/ningbo/g5/JS15455,physionet2021_ningbo_g5_JS15455.mat,train
